disease,symptom_text,description,precaution_1,precaution_2,precaution_3,precaution_4,training_text
Typhoid,"because of the vomiting and diarrhea, ive been having a lot of difficulties staying hydrated there is a mild fever, too, as well as stomach pain","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"because of the vomiting and diarrhea, ive been having a lot of difficulties staying hydrated there is a mild fever, too, as well as stomach pain an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i have developed diarrhea it is accompanied by severe pain in my belly area i dont feel like eating anything, and most of the time, i have a mild headache","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i have developed diarrhea it is accompanied by severe pain in my belly area i dont feel like eating anything, and most of the time, i have a mild headache an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive had a lot of bloating and constipation, which has been really painful there is a lot of pressure and pain in my stomach area i get a high fever and chills every night","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive had a lot of bloating and constipation, which has been really painful there is a lot of pressure and pain in my stomach area i get a high fever and chills every night an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive had a persistent stomach pain for the past week, and it is not healing even with medication i feel like vomiting and cant eat anything, and because of which i have become extremely weak","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive had a persistent stomach pain for the past week, and it is not healing even with medication i feel like vomiting and cant eat anything, and because of which i have become extremely weak an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,i am having severe stomach discomfort and diarrhoea i have a high fever along with a headache the previous several days have been really unpleasant,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i am having severe stomach discomfort and diarrhoea i have a high fever along with a headache the previous several days have been really unpleasant an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i am having a terrible pain in my abdominal part, and ive been feeling really nauseated im also experiencing a mild fever i am really worried","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i am having a terrible pain in my abdominal part, and ive been feeling really nauseated im also experiencing a mild fever i am really worried an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i am experiencing constipation and stomach ache the discomfort has gotten worse, and it is seriously interfering with my everyday life i feel like i have lost my appetite to eat anything","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i am experiencing constipation and stomach ache the discomfort has gotten worse, and it is seriously interfering with my everyday life i feel like i have lost my appetite to eat anything an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"most of the time i feel fatigued i dont want to eat anything i get a high fever and chills every night moreover, i have been vomiting since yesterday","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"most of the time i feel fatigued i dont want to eat anything i get a high fever and chills every night moreover, i have been vomiting since yesterday an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i have lost my appetite and have noticed a significant weight loss i have abdominal pain, especially in the area of my stomach and intestines i am concerned about my health","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i have lost my appetite and have noticed a significant weight loss i have abdominal pain, especially in the area of my stomach and intestines i am concerned about my health an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,the stomach discomfort has been severe and frequent vomiting and constipation have also happened im concerned about my health,"An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"the stomach discomfort has been severe and frequent vomiting and constipation have also happened im concerned about my health an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i have been experiencing diarrhea and have had loose, watery stools several times a day i have lost my appetite and feel nauseated all the time i am starting to get a mild fever too","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i have been experiencing diarrhea and have had loose, watery stools several times a day i have lost my appetite and feel nauseated all the time i am starting to get a mild fever too an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i am feeling quite weak im having a lot of stomach discomfort and constipation, which is really bothering me i have a strong urge to vomit at times, and as a result, i cant eat anything","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i am feeling quite weak im having a lot of stomach discomfort and constipation, which is really bothering me i have a strong urge to vomit at times, and as a result, i cant eat anything an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"there is strange pain in my stomach area i dont know what the reason behind this is moreover, i am starting to get a mild fever along with chills and headaches","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"there is strange pain in my stomach area i dont know what the reason behind this is moreover, i am starting to get a mild fever along with chills and headaches an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive had a high fever, particularly at night its been quite unpleasant there is a little headache, as well as constipation and diarrhea i dont feel like eating anything","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive had a high fever, particularly at night its been quite unpleasant there is a little headache, as well as constipation and diarrhea i dont feel like eating anything an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive been having a lot of trouble staying hydrated because of the vomiting and diarrhea i have a high fever, constipation, and a headache i am also starting to get a strange pain in my stomach area and i cant do anything physical","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive been having a lot of trouble staying hydrated because of the vomiting and diarrhea i have a high fever, constipation, and a headache i am also starting to get a strange pain in my stomach area and i cant do anything physical an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i have been getting a headache for the past week that has been growing worse it has been accompanied by stomach pains, constipation, and diarrhea i dont know what is happening and i am really worried about it","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i have been getting a headache for the past week that has been growing worse it has been accompanied by stomach pains, constipation, and diarrhea i dont know what is happening and i am really worried about it an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive lost a lot of weight in the last week because i couldnt eat much due to nausea and vomiting this is followed by a high fever, headache, and stomach pain","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive lost a lot of weight in the last week because i couldnt eat much due to nausea and vomiting this is followed by a high fever, headache, and stomach pain an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"i am having some diarrhea and constipation, which has been quite concerning in my stomach, there is a severe, painful ache im constantly exhausted and dont feel like eating anything","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"i am having some diarrhea and constipation, which has been quite concerning in my stomach, there is a severe, painful ache im constantly exhausted and dont feel like eating anything an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Typhoid,"ive been having diarrhoea and loose, watery stools many times a day ive lost my appetite and am always sick im also developing a mild fever also, my abdominal part pains a lot i dont know what the reason behind all of these is","An acute illness characterized by fever caused by infection with the bacterium Salmonella typhi. Typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain. Diarrhea is uncommon, and vomiting is not usually severe.",eat high calorie vegitables,antiboitic therapy,consult doctor,medication,"ive been having diarrhoea and loose, watery stools many times a day ive lost my appetite and am always sick im also developing a mild fever also, my abdominal part pains a lot i dont know what the reason behind all of these is an acute illness characterized by fever caused by infection with the bacterium salmonella typhi typhoid fever has an insidious onset, with fever, headache, constipation, malaise, chills, and muscle pain diarrhea is uncommon, and vomiting is not usually severe eat high calorie vegitables antiboitic therapy consult doctor medication"
Chicken pox,"ive been experiencing intense itching all over my skin, and its driving me crazy i also have a rash thats red and inflamed","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"ive been experiencing intense itching all over my skin, and its driving me crazy i also have a rash thats red and inflamed chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"im feeling fatigued and have no energy i can barely keep my eyes open during the day, and ive been feeling lethargic and unable to motivate myself","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"im feeling fatigued and have no energy i can barely keep my eyes open during the day, and ive been feeling lethargic and unable to motivate myself chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"ive had a high fever for the past few days i dont know whats causing it also, i noticed rashes on my skin and its hard for me to resist scratching","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"ive had a high fever for the past few days i dont know whats causing it also, i noticed rashes on my skin and its hard for me to resist scratching chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,ive lost my appetite and cant seem to eat anything im worried about my health,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"ive lost my appetite and cant seem to eat anything im worried about my health chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,there are small red spots all over my body that i cant explain its worrying me i feel extremely tired and experience a mild fever every night,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"there are small red spots all over my body that i cant explain its worrying me i feel extremely tired and experience a mild fever every night chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"my lymph nodes are swollen, causing discomfort in my neck and armpits i dont know whats causing it","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"my lymph nodes are swollen, causing discomfort in my neck and armpits i dont know whats causing it chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"im feeling really sick and uncomfortable like something is wrong inside i dont know what it could be i noticed small red spots on my arms, which itches if i touch them","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"im feeling really sick and uncomfortable like something is wrong inside i dont know what it could be i noticed small red spots on my arms, which itches if i touch them chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,the itching is making it hard for me to sleep at night i cant get any rest i have also lost my appetite and feel lethargic,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"the itching is making it hard for me to sleep at night i cant get any rest i have also lost my appetite and feel lethargic chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"im worried about this rash on my skin its spreading rapidly and causing a lot of discomforts i can hardly sleep at night because of the itching,","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"im worried about this rash on my skin its spreading rapidly and causing a lot of discomforts i can hardly sleep at night because of the itching, chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,i have no energy and have lost my appetite im feeling really sick and dont know whats wrong,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have no energy and have lost my appetite im feeling really sick and dont know whats wrong chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"i have a skin rash thats red and inflamed, and its spreading all over my body ive been experiencing intense itching, especially on my arms and legs","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have a skin rash thats red and inflamed, and its spreading all over my body ive been experiencing intense itching, especially on my arms and legs chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"ive had a high fever for the past few days, and its starting to worry me i dont know whats causing it also, i have red spots all over my arms and legs, some of which are swollen","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"ive had a high fever for the past few days, and its starting to worry me i dont know whats causing it also, i have red spots all over my arms and legs, some of which are swollen chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"i have a skin rash thats red and swollen, and its spreading all over my body i have a mild fever and it is causing me a lot of discomforts","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have a skin rash thats red and swollen, and its spreading all over my body i have a mild fever and it is causing me a lot of discomforts chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,there are small red spots all over my body that i cant explain the bumps are itchy and uncomfortable and seem to spread rapidly its worrying me,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"there are small red spots all over my body that i cant explain the bumps are itchy and uncomfortable and seem to spread rapidly its worrying me chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,the itching is making it hard for me to sleep at night i cant seem to get any rest because the rash is so itchy and uncomfortable im feeling really tired and exhausted,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"the itching is making it hard for me to sleep at night i cant seem to get any rest because the rash is so itchy and uncomfortable im feeling really tired and exhausted chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,i have no energy and have lost my appetite i have a high fever and severe headache and dont know whats wrong,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have no energy and have lost my appetite i have a high fever and severe headache and dont know whats wrong chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,the high fever and swollen lymph nodes are causing me much discomfort i have a headache and feel weak and fatigued its hard for me to concentrate because of the fever,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"the high fever and swollen lymph nodes are causing me much discomfort i have a headache and feel weak and fatigued its hard for me to concentrate because of the fever chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"the rash on my skin is causing a lot of discomforts its red and inflamed, spreading all over my body the rash is accompanied by intense itching, especially on my arms and legs","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"the rash on my skin is causing a lot of discomforts its red and inflamed, spreading all over my body the rash is accompanied by intense itching, especially on my arms and legs chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"there are red spots all over my body that i cant explain the spots are itchy and starting to swell, and they are spreading rapidly","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"there are red spots all over my body that i cant explain the spots are itchy and starting to swell, and they are spreading rapidly chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,i have small lymph nodes on my arms and face the itching is making my day very uncomfortable,"Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have small lymph nodes on my arms and face the itching is making my day very uncomfortable chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
Chicken pox,"i have no energy and have lost my appetite im feeling really sick and dont know whats wrong also, there are small red spots starting to show on my skin","Chickenpox is a highly contagious disease caused by the varicella-zoster virus (VZV). It can cause an itchy, blister-like rash. The rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters.",use neem in bathing ,consume neem leaves,take vaccine,avoid public places,"i have no energy and have lost my appetite im feeling really sick and dont know whats wrong also, there are small red spots starting to show on my skin chickenpox is a highly contagious disease caused by the varicellazoster virus vzv it can cause an itchy, blisterlike rash the rash first appears on the chest, back, and face, and then spreads over the entire body, causing between 250 and 500 itchy blisters use neem in bathing consume neem leaves take vaccine avoid public places"
